250,Daria,Wieczorek,2016-04-15,woman,Gdynia Swietojanska 48 b/3,rwieczorek@gmail.com,9
251,Maria,Marciniak,2016-05-19,woman,Gdynia Jana z Kolna 31 a/1,gmarciniak@gmail.com,9
252,Blanka,Krawczyk,2016-06-22,woman,Gdynia Polska 13 a/1,skrawczyk@gmail.com,9
253,Rafal,Lis,2016-07-29,man,Gdynia Wladyslawa IV 83 a/3,slis@gmail.com,9
254,Kornelia,Mroz,2016-08-16,woman,Gdynia Derdowskiego 6 c/6,lmroz@gmail.com,9
255,Monika,Lis,2016-09-20,woman,Gdynia Chopina 66 68 b/3,ilis@gmail.com,9
256,Ksawery,Gajewski,2016-10-07,man,Gdynia Abrahama 46 a/6,jgajewski@gmail.com,9
257,Julia,Wasilewski,2016-11-26,woman,Gdynia Kosciuszki 11 a/6,wwasilewski@gmail.com,9
258,Marcel,Brzezinski,2016-12-17,man,Gdynia Armii Krajowej 42 b/7,tbrzezinski@gmail.com,9
259,Maciej,Laskowski,2016-01-11,man,Gdynia Marynarki Polskiej 23 56 c/5,llaskowski@gmail.com,9
260,Szymon,Borkowski,2016-02-07,man,Gdynia Chopina 66 46 b/5,sborkowski@gmail.com,9
261,Piotr,Majewski,2016-03-27,man,Gdynia Marynarki Polskiej 23 22 c/2,kmajewski@gmail.com,9
262,Mateusz,Zielinski,2016-04-14,man,Gdynia Kosciuszki 83 a/8,kzielinski@gmail.com,9
263,Blazej,Mazur,2016-05-17,man,Gdynia Akademicka 90 b/5,bmazur@gmail.com,9
264,Michal,Nowakowski,2016-06-29,man,Gdynia Kielecka 85 a/8,tnowakowski@gmail.com,9
265,Blazej,Kwiatkowski,2016-07-13,man,Gdynia Wzgorze Sw. Maksymiliana 7 b/5,pkwiatkowski@gmail.com,9
266,Kornelia,Krajewska,2016-08-23,woman,Gdynia Marynarki Polskiej 23 56 c/9,rkrajewska@gmail.com,9
267,Maja,Wojciechowska,2016-09-11,woman,Gdynia Kaszubska 49 16 c/4,awojciechowska@gmail.com,9
268,Hanna,Baran,2016-10-09,woman,Gdynia Wzgorze Nawiedzenia 53 a/6,pbaran@gmail.com,9
269,Zuzanna,Kowalczyk,2016-11-02,woman,Gdynia Swietokrzyska 10 a/4,kkowalczyk@gmail.com,9
270,Kinga,Wasilewski,2016-12-28,woman,Gdynia Kaszubska 49 49 a/4,mwasilewski@gmail.com,9
271,Jakub,Mazurek,2017-01-05,man,Gdynia Pucka 87 b/2,mmazurek@gmail.com,10
272,Szymon,Zajac,2017-02-15,man,Gdynia Wiczlina 78 b/1,zzajac@gmail.com,10
273,Nikola,Duda,2017-03-20,woman,Gdynia Paderewskiego 15 b/7,pduda@gmail.com,10
274,Oliwier,Mazur,2017-04-07,man,Gdynia Chwarznienska 12 b/2,bmazur@gmail.com,10
275,Mateusz,Szymanski,2017-05-11,man,Gdynia Swietokrzyska 56 c/3,lszymanski@gmail.com,10
276,Rafal,Glowacki,2017-06-23,man,Gdynia Marynarki Polskiej 23 53 b/3,nglowacki@gmail.com,10
277,Antonina,Mazurek,2017-07-09,woman,Gdynia Wzgorze Sw. Maksymiliana 84 a/9,emazurek@gmail.com,10
278,Zofia,Dudek,2017-08-29,woman,Gdynia Marynarki Polskiej 23 94 a/6,zdudek@gmail.com,10
279,Kamil,Wieczorek,2017-09-16,man,Gdynia Armii Krajowej 85 a/6,wwieczorek@gmail.com,10
280,Gabriela,Laskowska,2017-10-18,woman,Gdynia Paderewskiego 86 c/9,olaskowska@gmail.com,10
281,Patryk,Gorski,2017-11-01,man,Gdynia Morska 43 b/10,ogorski@gmail.com,10
282,Ignacy,Piotrowski,2017-12-24,man,Gdynia Swietokrzyska 32 c/5,npiotrowski@gmail.com,10
283,Michal,Urbaniak,2017-01-08,man,Gdynia Jana z Kolna 50 a/8,gurbaniak@gmail.com,10
284,Agata,Marciniak,2017-02-26,woman,Gdynia Paderewskiego 39 a/10,bmarciniak@gmail.com,10
285,Dominika,Wrobel,2017-03-07,woman,Gdynia Akademicka 33 a/3,hwrobel@gmail.com,10
286,Piotr,Wojciechowski,2017-04-28,man,Gdynia Sobotki 34 b/3,ewojciechowski@gmail.com,10
287,Karol,Stepinski,2017-05-15,man,Gdynia Pucka 54 a/3,gstepinski@gmail.com,10
288,Marcel,Gajewski,2017-06-03,man,Gdynia Kielecka 71 c/3,rgajewski@gmail.com,10
289,Krzysztof,Dabrowski,2017-07-12,man,Gdynia 3 Maja 30 b/7,edabrowski@gmail.com,10
290,Wojciech,Kowalczyk,2017-08-14,man,Gdynia Komuny Paryskiej 77 a/1,dkowalczyk@gmail.com,10
291,Magdalena,Zajac,2017-09-23,woman,Gdynia Slowackiego 88 b/2,bzajac@gmail.com,10
292,Grzegorz,Przybylski,2017-10-05,man,Gdynia Derdowskiego 62 b/2,uprzybylski@gmail.com,10
293,Hubert,Walczak,2017-11-11,man,Gdynia Polska 32 c/9,pwalczak@gmail.com,10
294,Dominik,Wasilewski,2017-12-27,man,Gdynia Jana z Kolna 89 a/7,fwasilewski@gmail.com,10
295,Nikola,Krawczyk,2017-01-18,woman,Gdynia Powstania Styczniowego 17 b/2,ckrawczyk@gmail.com,10
296,Magdalena,Lis,2017-02-03,woman,Gdynia Marynarki Polskiej 23 75 a/8,hlis@gmail.com,10
297,Maja,Walczak,2017-03-26,woman,Gdynia Slowackiego 16 a/9,pwalczak@gmail.com,10
298,Franciszek,Kubiak,2017-04-11,man,Gdynia Morska 59 a/7,akubiak@gmail.com,10
299,Dorota,Sobolewski,2017-05-26,woman,Gdynia Starowiejska 43 b/3,hsobolewski@gmail.com,10
300,Oliwier,Kurek,2017-06-17,man,Gdynia Paderewskiego 61 a/2,bkurek@gmail.com,10
301,Alicja,Klimek,2017-07-02,woman,Gdynia Hutnicza 69 a/6,pklimek@gmail.com,11
302,Magdalena,Stepinska,2017-08-09,woman,Gdynia Hutnicza 24 b/8,rstepinska@gmail.com,11
303,Piotr,Dabrowski,2017-09-20,man,Gdynia Kielecka 20 a/6,rdabrowski@gmail.com,11
304,Klaudia,Mazur,2017-10-13,woman,Gdynia Armii Krajowej 67 c/6,rmazur@gmail.com,11
305,Monika,Sobolewski,2017-11-22,woman,Gdynia Polska 35 b/3,bsobolewski@gmail.com,11
306,Blazej,Kowalewski,2017-12-06,man,Gdynia Abrahama 81 a/6,jkowalewski@gmail.com,11
307,Kornelia,Zajac,2017-01-14,woman,Gdynia Swietojanska 91 c/9,tzajac@gmail.com,11
308,Krzysztof,Czarnecki,2017-02-19,man,Gdynia Komuny Paryskiej 96 b/2,zczarnecki@gmail.com,11
309,Tymoteusz,Borkowski,2017-03-09,man,Gdynia Wzgorze Nawiedzenia 25 a/3,wborkowski@gmail.com,11
310,Magdalena,Wrobel,2017-04-02,woman,Gdynia Kaszubska 49 65 a/6,owrobel@gmail.com,11
311,Arkadiusz,Wlodarczyk,2017-05-30,man,Gdynia Abrahama 43 c/7,swlodarczyk@gmail.com,11
312,Arkadiusz,Sobolewski,2017-06-08,man,Gdynia Wladyslawa IV 15 b/8,osobolewski@gmail.com,11
313,Kornel,Zawadzki,2017-07-17,man,Gdynia Legionow 5 b/8,czawadzki@gmail.com,11
314,Zofia,Witkowska,2017-08-20,woman,Gdynia Legionow 32 b/4,ewitkowska@gmail.com,11
315,Arkadiusz,Gorski,2017-09-05,man,Gdynia Armii Krajowej 69 c/10,fgorski@gmail.com,11
316,Justyna,Michalak,2017-10-22,woman,Gdynia Wzgorze Nawiedzenia 59 b/3,amichalak@gmail.com,11
317,Jakub,Mroz,2017-11-05,man,Gdynia Chwarznienska 61 a/8,fmroz@gmail.com,11
318,Maja,Baranowska,2017-12-16,woman,Gdynia Polska 89 a/7,sbaranowska@gmail.com,11
319,Patrycja,Mazur,2017-01-28,woman,Gdynia Akademicka 3 a/2,smazur@gmail.com,11
320,Justyna,Krawczyk,2017-02-08,woman,Gdynia Swietokrzyska 94 c/9,skrawczyk@gmail.com,11
321,Adam,Sawicki,2017-03-23,man,Gdynia Swietojanska 92 b/5,zsawicki@gmail.com,11
322,Barbara,Piotrowski,2017-04-17,woman,Gdynia Swietokrzyska 45 b/9,dpiotrowski@gmail.com,11
323,Tomasz,Gorski,2017-05-10,man,Gdynia Morska 14 b/2,jgorski@gmail.com,11
324,Weronika,Olszewska,2017-06-27,woman,Gdynia Morska 96 c/9,solszewska@gmail.com,11
325,Ksawery,Wojciechowski,2017-07-06,man,Gdynia Chopina 66 99 b/8,kwojciechowski@gmail.com,11
326,Norbert,Kaminski,2017-08-01,man,Gdynia 3 Maja 49 c/3,okaminski@gmail.com,11
327,Magdalena,Michalak,2017-09-08,woman,Gdynia 3 Maja 61 a/3,mmichalak@gmail.com,11
328,Sara,Lis,2017-10-25,woman,Gdynia Wiejska 29 b/2,mlis@gmail.com,11
329,Dariusz,Leszczynski,2017-11-17,man,Gdynia Wladyslawa IV 62 a/10,nleszczynski@gmail.com,11
330,Ksawery,Wojcik,2017-12-30,man,Gdynia Sobotki 41 c/8,fwojcik@gmail.com,11
331,Paulina,Pietrzak,2017-01-12,woman,Gdynia Kaszubska 49 93 b/10,opietrzak@gmail.com,12
332,Monika,Grabowska,2017-02-13,woman,Gdynia Chopina 66 28 b/1,ograbowska@gmail.com,12
333,Paulina,Mroz,2017-03-17,woman,Gdynia Kaszubska 49 56 a/4,rmroz@gmail.com,12
334,Lena,Glowacka,2017-04-23,woman,Gdynia Chwarznienska 74 c/2,oglowacka@gmail.com,12
335,Blanka,Czarnecka,2017-05-04,woman,Gdynia Pucka 99 b/8,tczarnecka@gmail.com,12
336,Zofia,Majewska,2017-06-13,woman,Gdynia Wiejska 42 c/2,smajewska@gmail.com,12
337,Daria,Szewczyk,2017-07-29,woman,Gdynia Starowiejska 27 c/10,dszewczyk@gmail.com,12
338,Mikolaj,Zielinski,2017-08-12,man,Gdynia Armii Krajowej 16 a/4,ozielinski@gmail.com,12
339,Dominik,Kozlowski,2017-09-03,man,Gdynia Powstania Styczniowego 88 c/7,jkozlowski@gmail.com,12
340,Dorota,Bednarczyk,2017-10-29,woman,Gdynia Paderewskiego 82 b/10,ubednarczyk@gmail.com,12
341,Hubert,Krajewski,2017-11-14,man,Gdynia Wladyslawa IV 39 a/10,jkrajewski@gmail.com,12
342,Dorota,Makowska,2017-12-10,woman,Gdynia Starowiejska 94 b/8,bmakowska@gmail.com,12
343,Filip,Szewczyk,2017-01-26,man,Gdynia Kosciuszki 61 b/7,rszewczyk@gmail.com,12
344,Dawid,Sikori,2017-02-22,man,Gdynia Chopina 66 43 a/6,esikori@gmail.com,12
345,Karolina,Jankowska,2017-03-03,woman,Gdynia Hutnicza 43 b/5,ijankowska@gmail.com,12
346,Hanna,Wrobel,2017-04-05,woman,Gdynia Armii Krajowej 80 c/2,mwrobel@gmail.com,12
347,Bartosz,Dudi,2017-05-29,man,Gdynia Marynarki Polskiej 23 42 c/8,gdudi@gmail.com,12
348,Aleksandra,Sadowska,2017-06-02,woman,Gdynia Powstania Styczniowego 2 c/7,asadowska@gmail.com,12
349,Julia,Szewczyk,2017-07-22,woman,Gdynia Chopina 66 50 b/8,dszewczyk@gmail.com,12
350,Bartosz,Michalski,2017-08-05,man,Gdynia Jana z Kolna 48 b/10,pmichalski@gmail.com,12
351,Dawid,Zakrzewski,2017-09-18,man,Gdynia Morska 34 c/6,uzakrzewski@gmail.com,12
352,Maria,Stepinska,2017-10-07,woman,Gdynia Wiejska 55 c/6,cstepinska@gmail.com,12
353,Lena,Pawlak,2017-11-26,woman,Gdynia Akademicka 56 a/10,ipawlak@gmail.com,12
354,Blazej,Kaczmarek,2017-12-20,man,Gdynia Kielecka 97 c/10,bkaczmarek@gmail.com,12
355,Kamil,Baranowski,2017-01-21,man,Gdynia Legionow 51 b/5,rbaranowski@gmail.com,12
356,Julia,Dabrowska,2017-02-07,woman,Gdynia Polska 99 a/2,bdabrowska@gmail.com,12
357,Piotr,Piotrowski,2017-03-30,man,Gdynia Paderewskiego 50 a/6,npiotrowski@gmail.com,12
358,Paulina,Wozniak,2017-04-14,woman,Gdynia Polska 82 a/9,gwozniak@gmail.com,12
359,Szymon,Stepinski,2017-05-19,man,Gdynia Komuny Paryskiej 92 a/8,mstepinski@gmail.com,12
360,Sara,Dudek,2017-06-29,woman,Gdynia Chwarznienska 78 b/10,tdudek@gmail.com,12
